0	
928	432.8
940	432.8
939	439.6
947	442.2
948	447.4
960	452.8
962	460.8
976	467.6
978	476.8
997	485.6
1010	502.2
1045	524
1046	545.4
1064	553.2
1038	553.6
1000	522.8
975	490
929	456.6
942	434.2
916	431.6
933	422.8
928	431
922	425.6
930	425.2
925	428
938	430.2
938	438
945	440.8
938	442.2
946	441.2
940	443.6
947	442.8
950	448.2
939	445.6
948	442.6
941	445.2
940	440.6
954	445.6
970	460.4
972	470.8
980	475.2
984	481.6
965	476.4
948	458.2
927	439.6
930	428.2
938	433.2
933	436
929	431.4
954	439
1080	504.4
1368	695.2
994	718.4
902	457.2
950	421.2
940	446
935	438
944	438.6
941	442.8
948	443.8
945	446.8
962	451.8
968	464.4
972	469.6
994	480.8
1006	498.8
1022	512.4
1041	529.6
1060	548.6
1060	560
1046	554.4
986	522
962	476.4
936	451.6
925	431.6
914	420.6
933	421.6
924	429.4
938	429.6
941	439.2
933	437.8
946	438.2
947	446.4
953	449.4
958	455
953	456
950	451.8
953	451.2
948	451
949	448.4
957	452.2
949	453.8
954	451
959	456
942	452.2
948	444.4
947	447.6
977	459
982	479
981	481.6
977	479.4
978	477.4
952	467.6
933	444.4
939	435.4
936	437.8
929	433.2
939	433
946	441.8
1092	504.4
1369	702.8
975	711.4
926	455.4
953	436.8
934	445.4
939	436
942	440.2
936	439.6
949	441.2
945	447.4
959	450.6
968	462.6
970	468.8
988	477.2
998	492
1012	503.6
1044	524.8
1058	549.6
1053	556
1054	553.4
989	528
969	481
938	456.6
929	434.4
926	427.8
911	420
926	417
920	423.6
920	420
928	423.2
921	425.2
935	426.6
938	436.2
942	439.6
933	438.4
938	435
949	442.4
936	443.8
947	440.4
938	443.4
945	440.8
946	445.4
949	447.2
939	445
940	439.4
938	439.2
939	438.4
970	451.4
984	475.6
974	480
983	477.6
989	485.4
941	469.8
946	443
927	438.4
935	430.2
935	435
940	437
938	439.2
1031	475.2
1370	666.6
1044	739.6
923	495.6
951	434.2
937	445.4
950	442.2
940	446
951	444.4
947	449.4
954	449.8
959	456
964	461
984	472
996	488.8
1000	497.6
1028	511.2
1052	537.6
1062	556
1062	562
1040	553.2
1006	526.4
961	488
939	452.2
927	434.2
920	424.2
914	417.6
917	415.2
920	418.2
920	420
934	425.6
933	433.6
932	432.6
929	430.8
939	433
940	439.4
930	436
941	434.4
944	442.2
940	442.4
940	440
929	435.6
927	428.2
942	433
936	439.6
936	436
928	432.8
969	444.4
968	468.6
969	468.4
980	473.4
964	473.6
936	452.8
928	432.8
936	431.2
929	433.2
922	426.2
942	430
930	437.2
1047	476.8
1358	671.4
1006	717.2
899	463.2
949	419
927	440.2
930	428.2
948	437.2
940	444.8
940	440
953	445.2
957	454.6
956	456.6
972	462.4
984	476.8
994	488
1012	501.2
1034	520.8
1045	538.4
1064	552.6
1026	548.8
998	514.8
965	484.8
929	450.6
938	432.6
921	431.2
927	423.4
909	419.8
915	411.4
925	419
926	425.4
924	425.2
924	424
940	430.4
929	435.6
937	432.2
945	440.2
936	441.4
941	438
939	440.2
932	436.2
936	433.6
939	437.2
959	447
975	465.4
968	472.2
972	469.6
956	465.6
945	451.6
921	435.4
928	423.8
929	428.4
926	427.8
924	425.2
945	432.4
1083	500.2
1344	687.4
985	700.4
889	446.6
937	408.2
930	434.2
933	431.2
938	435
927	433.6
940	432.2
947	442.8
947	447
962	453
978	468.4
974	476.4
997	483.2
1008	501.4
1019	512.4
1045	529.4
1044	544.6
1024	536
980	506.4
952	468.8
929	442.8
922	426.2
924	422.8
908	417.6
914	410.4
910	412.4
914	411.6
926	418.8
928	426.8
938	432
927	433.6
930	428.2
940	434
940	440
934	437.6
948	439.6
934	442.4
938	435.6
932	435.6
940	435.2
951	444.4
960	454.6
965	462
976	469.4
959	469.2
948	454.6
924	438.4
933	427.6
927	430.6
929	427.8
927	428.2
930	428.2
983	451.2
1233	583
1204	721.4
903	583.6
929	413.4
938	432.6
929	434.4
929	429
942	434.2
939	440.8
948	442.6
952	449.6
964	456.8
968	465.6
992	477.6
987	490
1005	494.2
1029	514.6
1041	533.8
1060	548.6
1035	550
1007	523.8
965	490.2
932	451.8
926	429.6
913	420.8
901	408.2
905	402.6
912	407.8
909	410.8
913	410.6
918	415
927	421.6
927	427
923	425.4
927	424.6
932	429
914	424.8
927	419.2
920	424.2
917	418.8
923	419.4
914	419.4
913	413.6
923	417
923	423
938	429
947	441.6
949	447.8
945	447.4
945	445
924	436.6
910	418.4
904	407.6
904	404
901	402.8
901	401
912	405.4
978	438.4
1270	594.8
1091	698.4
862	499.4
920	385.2
911	416.4
902	407.4
914	406.8
900	408.4
923	409.2
921	422.2
924	422.2
940	430.4
941	440.4
957	447.4
965	460.2
985	473
1008	494.2
1023	514
1026	524.2
1021	524
978	503.8
939	462.4
912	428.2
893	404.4
891	392.2
881	387
882	381.4
885	383.2
889	386.6
887	388.2
890	388.2
888	389.2
901	393.2
900	400.6
901	400.4
903	401.8
901	402.2
905	402.6
904	404.6
904	404
889	398
903	394.6
897	400.6
906	400.6
903	404.8
900	401.8
910	404
930	418
937	432.8
932	435
947	438
930	440.2
902	418.8
897	400
893	395.4
893	393
892	392.6
896	393.6
908	400.8
1067	471.6
1282	653
921	637.6
899	412.2
901	399.8
893	397.8
901	396.2
902	401.4
910	405.2
904	407.6
914	408
921	416.8
927	423.4
946	434.6
949	447.2
969	457
990	477.4
1008	497.2
1028	516
1022	525.6
1010	517.2
962	490.8
929	448.8
910	421.4
893	403.2
884	389.4
885	384.4
884	384.6
886	384.8
901	392
897	399.4
903	399.4
909	405.4
911	409.8
897	405.4
910	402.2
910	410
901	406.4
913	405.8
902	408.6
904	402.8
905	404.4
903	404.2
913	407
942	424.6
929	436.8
945	435.4
946	445.4
926	438
902	416.4
894	398.8
899	396
903	400.6
897	400.6
902	399
911	405.6
1088	481.8
1342	689.6
959	688.8
869	423
922	390.2
892	410
911	399.6
905	408.6
912	407.8
921	415.6
922	421.4
927	424
948	435.4
949	448.4
958	452.6
964	460.4
992	475.2
995	493.2
1023	506.2
1030	525.8
1012	522.8
974	496.8
947	463.2
913	433.4
910	411.8
902	406.8
901	401.6
903	401.8
902	402.6
916	407.6
915	415.6
914	414.6
916	414.8
926	420
922	424.4
920	421.2
939	427.6
927	434.2
938	431.4
922	431.6
926	423.6
929	427.2
929	429
965	443.4
954	460.6
975	462.4
962	469.8
951	457.6
925	440.6
926	425.4
915	421.6
922	417.8
922	422
915	419.2
938	424.2
1101	503.2
1336	695
947	680.4
894	425.8
935	410.4
917	427.8
923	419.4
922	422.6
927	424
940	432.2
939	439.6
956	445.8
956	456
969	461.2
978	472.6
992	483.6
1008	498.4
1030	516.8
1046	536.4
1040	543.6
1014	529.6
980	500.4
951	468.4
932	443.4
910	423.2
922	414.8
918	420.4
906	413.2
921	412
915	418.6
929	420.6
927	428.2
939	431.8
929	435
938	432.6
936	437.2
939	437.2
932	436.2
930	431.2
937	432.8
938	437.4
922	431.6
941	429.6
935	438.6
965	447
966	465.4
966	466
978	470.8
962	471.6
932	450
914	424.8
927	419.2
924	425.8
929	426
933	430.6
944	437.4
1096	504.8
1354	699.2
958	695.6
905	436.8
938	418.2
926	433.2
927	426.4
936	430.6
939	437.2
946	441.8
945	445.6
953	448.2
963	457
976	468.2
973	474.8
1006	486.2
1012	508.4
1044	524.8
1043	543.6
1053	547
1019	539.4
981	503.8
960	472.6
940	452
915	430
911	413.4
914	412.2
914	414
916	414.8
921	418
928	423.8
936	431.2
930	433.6
935	432
929	432.6
939	433
948	442.6
940	444.8
944	441.6
947	445.2
934	441.8
938	435.6
933	436
937	434.6
935	436.2
936	435.4
951	442
976	461
966	472
968	466.8
974	470.4
959	468
934	449
928	431.6
922	425.6
930	425.2
924	427.6
936	428.8
954	443.2
1188	547.6
1296	731.2
913	642.8
927	418.6
948	435.4
922	437.6
934	426.8
940	436.4
940	440
946	442.4
952	448.4
957	454
969	461.8
976	471.8
984	479.2
1010	494.4
1029	517.6
1049	537
1053	550.6
1060	555.8
1018	543.2
983	504
945	467.8
936	441.4
909	425.2
914	411
927	419.2
912	421
917	414
925	420.2
922	423.8
933	426.4
935	433.8
940	437
930	436
939	433.6
939	439
947	442.2
940	444.2
934	437.6
941	436.8
932	437.4
936	433.6
933	434.8
934	433.4
930	432.4
932	430.8
938	434.4
959	446.4
976	465.8
961	470
973	465.8
961	468.2
941	453
924	434.2
929	426
913	422.6
929	419.4
921	425.8
930	424.6
1041	474.4
1342	661.4
986	699.6
886	446
935	405.6
929	432.6
930	429.4
930	430
936	432.4
934	435.2
941	436.8
946	443
962	452.4
975	467.2
969	472.6
997	480.2
1005	500.2
1046	521.4
1059	551.2
1058	558.6
1045	552.8
998	526.2
959	482.4
933	448.6
924	429.4
915	420.4
904	410.6
914	408
911	412.8
915	412.6
921	417.4
928	423.8
926	427.2
928	426.8
929	428.4
939	433
929	435
944	435
937	441.2
939	437.8
928	434.6
934	430.4
939	436
949	443
964	455
968	465.6
977	471.6
960	470.2
956	458.4
924	443.2
928	425.6
930	428.8
913	423.2
933	421
924	429.4
965	440.4
1175	549
1276	715.4
937	640.4
899	421.8
940	415.4
935	438
925	431
937	429.8
939	437.8
945	441.4
956	449.4
956	456
970	461.6
973	471.2
988	479
1008	496
1022	513.6
1035	527.2
1052	541.8
1042	548
1017	532
972	499
953	464.4
933	445
920	427.8
922	420.8
