Original	Filtered	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
0ÿ		
olìh¤løøxIø839	135.6	
1524	613	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1180	886.4	
509	411.6	
1462	390.2	
1524	986.8	
1524	1024	
1479	1006	
1524	997	
542	631.2	
1524	434.8	
1524	1024	
1524	1024	
1502	1015.2	
509	604.8	
1524	415	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
1409	978	
509	549	
1524	415	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
508	617.6	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
889	770	
1194	511	
1524	826	
1524	1024	
1524	1024	
1524	1024	
555	636.4	
981	225.4	
1524	698.2	
1524	1024	
1524	1024	
1041	830.8	
507	327.4	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
1518	1021.6	
507	613.6	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
602	655.2	
1047	280	
1524	737.8	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
1296	932.8	
509	481.2	
1524	415	
1524	1024	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
1436	378.6	
1524	971.2	
1524	1024	
1524	1024	
914	780	
508	251.6	
1524	414.4	
1524	1024	
1524	1024	
1491	1010.8	
685	668.6	
507	113.8	
1524	413.8	
1524	1024	
1524	1024	
687	689.2	
508	115.4	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
626	664.8	
928	246.8	
1524	666.4	
1524	1024	
1524	1024	
553	635.6	
508	35	
1524	414.4	
1524	1024	
1524	1024	
681	686.8	
508	111.8	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
1173	273.4	
1524	813.4	
1524	1024	
1524	1024	
1110	858.4	
508	369.2	
1311	329.2	
1524	896.2	
1524	1024	
1412	979.2	
671	615.6	
508	105.8	
1524	414.4	
1524	1024	
1469	1002	
508	584.6	
508	8	
1524	414.4	
1524	1024	
1281	926.8	
508	471.8	
976	195.2	
1524	695.2	
1524	1024	
901	774.8	
507	243.4	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
537	629.2	
877	173	
1524	635.8	
1524	1024	
1524	1024	
1217	901.2	
508	433.4	
1524	414.4	
1524	1024	
1524	1024	
1515	1020.4	
1524	1018.6	
509	618	
1452	386.2	
1524	980.8	
1524	1024	
1524	1024	
986	808.8	
508	294.8	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
509	618	
817	132.2	
1524	599.8	
1524	1024	
1524	1024	
915	780.4	
508	252.2	
1524	414.4	
1524	1024	
1524	1024	
1520	1022.4	
		
HèÉløH Bøø1021	208.4	
972	501.4	
948	462.4	
929	440.4	
916	423.8	
913	414.8	
921	416.2	
934	426.2	
952	441.2	
977	462	
1007	489	
1036	518.6	
508	324.8	
1077	235.6	
1121	594.6	
1127	623.4	
1005	578.2	
908	466.2	
993	442	
1079	527.4	
1107	590.2	
980	556.2	
940	464	
1022	472.8	
1164	578.8	
737	493.2	
974	331.8	
995	482.4	
1152	557.8	
1094	628.8	
956	538.8	
940	449.6	
1106	506.4	
1146	622	
1082	620.4	
948	528.4	
899	428.4	
962	424.2	
854	418.8	
970	400.4	
970	470	
1138	537.2	
1132	635.6	
1007	582	
901	464.6	
1029	452.2	
1100	557.4	
1145	618	
996	585.4	
940	473.6	
508	267.2	
1066	231.2	
1060	563.6	
910	500	
984	439.6	
1141	546.8	
1128	635.8	
995	574.8	
904	458.6	
969	430	
1155	543.4	
1046	611.4	
1000	527.6	
508	303.2	
1161	269.2	
1148	655.8	
1054	610.4	
914	498	
982	441.2	
1146	547.6	
1131	640	
1012	583.4	
932	480	
1000	459.2	
1125	550	
1118	622.2	
721	459.2	
974	322.2	
1060	508.4	
1161	600.4	
1110	640.6	
960	550	
930	448	
1108	501.2	
1153	626	
1119	639.4	
906	533.8	
969	431.2	
508	284.6	
968	192	
957	463.6	
974	463.8	
1146	542.8	
1132	640.4	
987	574	
896	450.6	
1068	464.8	
1162	605.6	
1155	659.2	
959	576.6	
938	450.6	
507	265.6	
1049	223.8	
1010	533.4	
887	460.8	
1021	440.6	
1149	572.2	
1132	642.2	
1009	582.8	
894	463	
1012	441.2	
1107	550	
1153	625.4	
1008	595	
617	351.6	
1082	303	
1119	596.8	
1136	625.8	
985	575.6	
901	451.4	
1085	474.6	
1167	617.8	
1096	638.6	
954	539.2	
888	427.6	
1103	474	
1174	631.4	
1044	622	
950	506.4	
970	458	
1157	544.8	
1133	647.4	
1007	582.6	
886	458.6	
1040	447.6	
1152	584.8	
1133	644.4	
1086	614.2	
887	506.4	
508	235.4	
1178	276	
1097	645.6	
933	531.4	
915	425.8	
1131	501.4	
1167	645.4	
1045	618.2	
904	488.6	
982	435.2	
1154	550.8	
1170	660.4	
1011	606.4	
508	309.8	
1004	206.4	
1130	554.4	
1133	631.2	
978	571	
900	446.8	
1092	476.8	
1170	623.2	
1100	642	
927	530.8	
935	430.2	
1127	511.8	
1174	645.8	
800	524.4	
936	354.4	
1033	474.8	
1164	585.4	
1133	651.6	
982	572.6	
897	448	
1096	476.6	
1172	626.4	
1089	638.8	
925	523.4	
936	429.4	
817	388.4	
1021	398.6	
993	509.8	
893	453	
1026	446.2	
1172	584.4	
1108	646.4	
1033	578	
898	479	
1085	472.8	
1174	620.6	
1088	639.6	
921	521.2	
508	255.8	
1189	280.4	
1158	676.6	
1032	607.6	
891	475.6	
995	432.6	
1166	563.4	
1132	652.4	
970	567.2	
896	440.4	
1093	474.8	
1174	625.4	
1091	640.8	
561	379	
1013	241.8	
1088	543	
1178	624	
1095	644.8	
915	523	
937	423.8	
1140	518.2	
1163	649.2	
1107	640.6	
901	524.6	
976	431	
525	295.6	
886	169.4	
932	404.4	
983	452.4	
1172	558.6	
1130	655.2	
966	564.4	
898	438.8	
1094	476.4	
1176	626.8	
1082	638.4	
916	515.6	
945	427.6	
890	423	
1009	437.6	
984	499	
891	446.8	
1103	475.8	
1178	633	
1088	642	
910	516.8	
944	423.6	
1149	526	
1163	654.6	
1031	610.2	
886	473	
508	234.8	
1190	280.8	
1163	679.2	
964	583.4	
884	432	
1076	460.8	
1179	617.2	
1100	647.4	
908	523.2	
940	420.8	
1151	524.4	
1162	655.4	
1019	604.8	
550	331.4	
1056	252.4	
1102	574.4	
1165	627.2	
1022	607.8	
877	464	
981	418.6	
1168	555.8	
1160	664.8	
976	586.4	
893	442.8	
1113	481	
1263	673	
1134	711.4	
950	560.4	
940	446	
1149	523.6	
1164	655	
1014	604	
882	461.2	
997	428	
1179	569.8	
1152	668.2	
1080	623.2	
867	494.8	
508	223.4	
1205	286.8	
1084	656.6	
928	521.6	
948	436	
1154	530.4	
1164	658	
1022	607.2	
872	462	
1008	426.4	
1158	568	
1187	669.6	
1012	617	
520	315.2	
929	183.6	
1170	525.4	
1130	654	
942	554.8	
896	423.6	
1118	484.8	
1185	644.8	
1071	639.4	
930	514.6	
949	437.6	
1096	507.8	
1170	625.6	
838	537.2	
928	374	
1026	467.2	
1185	589.6	
1134	664.6	
941	556.8	
897	423.4	
1125	488.2	
1192	651.8	
1076	645.6	
887	500.4	
867	379	
903	381.4	
1089	477.4	
1103	594.6	
857	504.6	
1038	429.4	
1184	596.4	
1121	658.8	
932	545.4	
890	415.2	
1109	477.6	
1187	640.2	
1061	636.6	
989	532.2	
508	296.6	
1213	290	
1170	695.8	
1008	605.2	
854	446.4	
1019	420	
1175	581.4	
1185	679	
1026	621.4	
862	460.4	
1012	422	
1175	577.2	
1262	709.8	
767	564	
909	323.8	
939	421	
1202	544.2	
1090	657.2	
881	506.4	
958	411.8	
1178	546	
1166	673.2	
1019	607.2	
853	452.6	
980	403.8	
802	408.8	
938	356.4	
896	421.2	
880	389.6	
1201	508.4	
1124	670.2	
920	542.4	
886	406.4	
1141	488	
1202	665.4	
1103	662.4	
886	516.2	
960	415.6	
684	349.6	
1019	318	
980	503.4	
868	435.2	
1139	476.4	
1194	661	
1090	652.4	
868	501.2	
962	405.6	
1180	549.2	
1185	682	
994	608.6	
860	440.4	
508	219.2	
1185	278.8	
1054	632.6	
994	530	
941	472.8	
1155	526.6	
1175	663	
978	596.2	
858	430	
1096	453.2	
1204	639.2	
1118	669.6	
911	535.2	
508	249.8	
1181	277.2	
1192	685.4	
1182	688	
865	555.2	
966	405.4	
1185	553.6	
1167	677.8	
984	593.8	
856	432.8	
1097	452.4	
1209	641.8	
1117	672.2	
614	415.8	
959	252	
1143	532.6	
1204	667.4	
1056	644.8	
862	478.4	
968	404.4	
1191	557.2	
1167	681.4	
973	589.4	
858	427	
1097	453.6	
1274	667.8	
1005	666.4	
921	471.4	
900	412.6	
1155	502	
1200	673	
1139	675.6	
896	541.8	
950	417.6	
1090	506	
1169	621.6	
966	587.8	
853	420.8	
664	277.4	
1192	375.2	
1056	637.6	
856	476	
974	403.2	
1193	561.6	
1165	681.8	
966	585.4	
860	423.6	
1109	459.6	
1215	651.4	
1108	672.2	
896	523.2	
508	240.8	
1220	292.8	
1188	707.2	
1040	628.8	
852	464.8	
963	396.4	
1203	559	
1165	687.8	
960	583	
856	418.4	
1113	458.8	
1191	644.2	
1141	671	
658	447.8	
876	245.2	
1154	487.2	
1206	674.8	
1033	636.8	
850	459.8	
981	402.4	
1204	570.2	
1175	692.4	
957	587.8	
860	418.2	
1102	456.8	
1254	662.8	
988	647.6	
877	443.6	
975	416.2	
1205	567	
1162	687.8	
951	577.6	
857	413.4	
1119	461.8	
1216	657.8	
1102	670.4	
894	518.8	
909	400	
868	392.6	
1095	458.8	
959	540.6	
858	418.6	
1032	427.6	
1217	606	
1149	689.8	
924	559	
915	420.4	
1169	516.6	
1200	681.4	
1023	629.2	
843	451	
508	209	
1251	305.2	
1192	727.4	
954	596.8	
858	415.6	
1126	465.2	
1218	662.8	
1094	668.4	
878	507.6	
904	388.4	
1131	494.8	
1200	658.6	
1023	629.2	
526	324.2	
1059	239.2	
1008	538.6	
1215	590.8	
1026	639.4	
853	456.8	
984	405.4	
1213	575.6	
1155	689.8	
937	567.8	
850	402.2	
1104	451.6	
1068	589.6	
996	539.2	
876	448	
856	368	
1213	498.8	
1152	688.6	
936	565.6	
860	405.6	
1134	469.6	
1221	668.8	
1086	667	
868	498.8	
928	392	
664	322.4	
1143	355.6	
997	584.6	
849	437.8	
1110	453.4	
1218	653.2	
1084	664.4	
866	496.8	
928	390.8	
1189	532.4	
1222	702.2	
1005	635.2	
836	437.4	
508	204.8	
1260	308.8	
1140	712	
1097	622.8	
828	489.4	
1068	424	
1217	627.6	
1154	691.8	
925	562.4	
850	395	
1143	467.2	
1222	674.6	
1107	676	
773	473.4	
980	355.8	
1178	559.2	
1210	690.8	
1053	647.2	
828	463	
1011	401.2	
1191	583	
1205	696.6	
994	620.6	
829	428	
1084	431	
1249	650	
1208	732.6	
963	610	
841	414.2	
965	390.6	
1201	559.4	
998	619.8	
831	431.2	
1086	433	
1225	641.6	
1179	706.6	
922	576.2	
873	402.4	
814	349.4	
1262	493.2	
989	652.8	
830	425.4	
935	372	
1229	552.6	
1080	669.4	
850	488	
944	387.6	
1200	546.4	
1210	704	
983	619.2	
824	419.4	
581	226.8	
1263	353.8	
1084	691.4	
849	490	
825	339.4	
1201	475.4	
1190	696.6	
980	606	
831	420.4	
1081	431	
1229	640.2	
1137	692.2	
903	543.4	
508	245	
1136	259.2	
1222	670.4	
1094	670.8	
1019	564	
865	457.4	
1152	479.8	
1227	682	
1055	658.2	
840	469	
951	384.4	
1204	552.2	
1206	704.8	
800	543.6	
879	331.6	
1130	479.4	
1209	661.6	
1229	717	
896	595.8	
840	373.6	
1167	470.8	
1225	690.2	
1049	654.6	
839	465	
956	385.8	
1524	683.2	
1136	868.8	
1157	644.4	
815	520.2	
1037	403.8	
1125	572.2	
1191	651.4	
961	599	
833	409.8	
1104	441.4	
1238	657.6	
1126	693.2	
880	527.6	
508	231.2	
1235	298.8	
1216	727.4	
1044	647.2	
830	458.4	
954	379.6	
1223	561.6	
1185	707.8	
953	592.2	
829	403.4	
1119	445	
1239	667	
1132	696.2	
652	440	
940	267.2	
1173	533.2	
1227	694.6	
1046	654.6	
825	457.6	
960	379	
1146	534.4	
1202	668.4	
947	600	
840	404.2	
1124	453.6	
1293	691.6	
1044	693.4	
881	478.8	
879	380.2	
1189	503	
1225	703.4	
1031	647.4	
824	448.2	
965	380.4	
1227	569.8	
1178	707.4	
957	589.6	
836	408.6	
782	314.4	
1232	462	
1025	649.2	
825	445	
969	382.6	
1232	574.2	
1187	714	
937	587	
837	397	
1133	455.4	
1242	676.6	
1117	692	
863	515.4	
508	221	
1246	303.2	
1230	739.6	
1196	716.4	
818	544.8	
983	384	
1227	580.6	
1176	706.6	
947	584.4	
840	404.2	
1137	458.8	
1244	679.8	
1105	688.4	
622	411.8	
941	249.6	
1189	540.2	
1232	706.2	
1013	644.4	
815	433.8	
987	383.8	
1236	586.6	
1174	711.2	
935	578.4	
841	397.4	
1138	459.8	
1306	705.2	
1021	692	
864	458.2	
904	380	
1201	522.8	
1225	710.6	
1132	687.8	
819	506.8	
968	378.6	
1234	574.4	
1179	712	
918	574.6	
843	388	
767	312.6	
1217	447	
1025	640.2	
819	442.6	
930	363.4	
1237	552.8	
1205	724.2	
913	588.2	
816	374.2	
1127	440.4	
1247	675	
1142	705	
869	532.8	
508	224.6	
1264	310.4	
1208	741.6	
1066	651.2	
983	532.8	
984	483.4	
1236	584.8	
1173	710.8	
908	567	
848	384	
1158	472	
1251	695.2	
1127	701.4	
603	417.4	
858	205	
1205	496.8	
1226	713.4	
1166	702	
806	522	
998	382.8	
1246	597.2	
1161	712	
903	557.8	
850	381.8	
1144	467.6	
1307	709.2	
1001	684.6	
950	480.6	
893	427.2	
1210	519.8	
1247	724.8	
999	647.8	
807	422.2	
1093	421.4	
1248	655	
1164	714.4	
909	562	
853	386.6	
922	380.6	
1225	543.2	
1108	678.2	
805	486.8	
959	366.6	
1120	523.4	
1165	638	
894	556.6	
856	378.8	
1163	478.8	
1256	700.2	
1073	682.8	
828	475	
508	200	
1285	318.8	
1245	769	
1033	660.2	
826	450.2	
872	344.4	
1217	510	
1178	701.4	
904	568.4	
834	376	
1149	460	
1256	691.8	
1066	680	
1006	542	
810	427.6	
1035	400	
1252	621.8	
1094	688.8	
982	549.2	
909	452.8	
1209	529	
1228	716.6	
969	624.4	
800	401.4	
1091	416.4	
1235	648.6	
1088	676.2	
888	508	
798	352	
1180	450.8	
1258	711.2	
1240	750.8	
833	577.2	
942	376.6	
1228	556.4	
1209	720.4	
1007	628.2	
795	422.2	
635	231	
1302	401.8	
1155	743.2	
1013	598.2	
795	425.8	
1115	423	
1172	637.8	
1154	664.8	
906	554.8	
857	386.4	
1180	486.2	
1251	708.4	
1050	670.6	
569	357.6	
1006	243.8	
1179	575.2	
1254	709	
1081	684.8	
855	490.6	
798	332.2	
1234	472.4	
1205	722.4	
950	603	
813	395.2	
1124	437.4	
1334	708	
1100	740.4	
906	522.4	
867	390.4	
1084	453.8	
1246	648.8	
1105	689.6	
1024	572.6	
861	458.8	
1180	488.6	
1245	706	
1041	663.4	
809	448.2	
515	191.4	
1287	323.8	
1203	753.4	
946	600.2	
797	386.4	
1129	429.8	
1260	681.4	
1238	751.2	
858	586	
876	365.2	
1194	503.2	
1248	715.6	
1044	666.4	
551	346.8	
1022	239.4	
1192	590	
1245	713.2	
1031	659.4	
809	442.2	
959	369	
1245	573.4	
1196	725.4	
933	590.8	
818	387	
1139	446.4	
1318	710.6	
1088	726	
855	494.8	
873	362.2	
1211	508.2	
1244	724.2	
1022	655.2	
800	433.2	
974	369.6	
1248	583.6	
1258	752	
994	652.4	
803	417.6	
531	194.2	
1257	321.4	
1017	661	
803	431.4	
964	367.4	
1253	579.6	
1198	731	
920	586.8	
821	380.4	
1150	452.6	
1264	695.6	
1125	708.4	
839	510.6	
508	206.6	
1274	314.4	
1228	755.6	
1014	642.4	
794	426	
985	370.4	
1253	592.2	
1184	725.4	
914	576	
820	376.4	
1154	453.6	
1263	697.6	
1114	703.4	
622	417.2	
936	247.6	
1122	510.4	
1242	670	
1014	650.8	
888	463.6	
985	426.8	
1260	595	
1189	731.6	
922	582.2	
827	384	
1162	461	
1323	726.4	
1031	706.2	
839	454.2	
900	363.4	
1224	529.6	
1245	732.4	
998	646.2	
788	414	
1076	403.2	
1262	650.4	
1185	731.2	
897	569.8	
821	366.6	
877	343.4	
1245	524.2	
987	641.8	
784	405.8	
1091	406.8	
1263	659.8	
1174	727.4	
903	565.6	
781	354.2	
1130	420.6	
1272	686.8	
1125	713.2	
821	503.4	
508	195.8	
1287	319.6	
1236	766.6	
1013	646.8	
781	420.2	
1007	371.4	
1188	579.4	
1240	708.8	
1033	657.2	
790	435.8	
988	369.2	
1253	594	
1167	718.6	
714	485.8	
872	277.2	
1173	492.4	
1273	713	
1128	715	
827	507.6	
780	308.2	
1232	460.8	
1246	737.6	
983	640.8	
791	406.2	
1040	390.6	
1316	650.4	
1124	739.2	
908	537.6	
844	382.4	
1064	432	
1264	644	
1078	689.6	
1026	557.2	
826	446	
1189	471.2	
1259	717	
1059	679	
809	459	
566	211.8	
1293	356.8	
1193	753	
1022	624.6	
846	451.6	
1025	417.6	
1233	608.2	
1232	732.6	
1037	654	
771	430.6	
1030	374.6	
1228	609.2	
1524	846.4	
1252	915.2	
758	554.4	
1044	372.4	
1223	615.6	
1262	738.6	
1032	670	
782	432	
821	297.6	
1259	496.2	
1150	715.4	
914	555.6	
852	389.2	
1431	583.6	
1215	844.6	
1055	651	
820	461	
950	372	
1150	530	
1212	674.8	
1016	633.6	
917	476.4	
1013	455.4	
1224	597.4	
1203	715.6	
982	614.6	
508	292.4	
1185	278.8	
1253	712.2	
1162	716.6	
862	542	
788	332.4	
1206	455.2	
1254	725.2	
1215	738.4	
801	549.4	
949	360.2	
1256	571.8	
1220	741.6	
788	547.2	
838	308	
1134	456.4	
1270	688.4	
1127	712.8	
1048	595.4	
776	439.2	
1120	413.6	
1176	642.4	
1165	671.6	
836	533.4	
870	349.6	
1054	443.6	
1308	655.6	
1034	698.4	
782	433.2	
968	356.4	
1268	588	
1282	773.6	
918	636.4	
780	362.8	
937	342.8	
1266	568.6	
1017	666.4	
780	422.2	
597	206.8	
1320	386.2	
1189	767.6	
914	579	
802	369.2	
1148	440.4	
1258	692	
1131	707.2	
826	509	
767	302.4	
1221	448.6	
1273	741.8	
1022	672.6	
550	333.2	
1032	242.8	
1224	608.8	
1260	738.4	
1006	658.4	
788	418.8	
843	310	
1241	502.2	
1216	731	
1175	699.6	
765	511	
1064	384.6	
1345	676.4	
1175	777	
947	583.8	
801	388.6	
1172	449.4	
1281	715.6	
1137	723.4	
947	561	
891	424.6	
1213	519.8	
1282	740.6	
1019	676.8	
768	418.6	
586	195.2	
1326	382	
1174	765.2	
886	558.8	
818	358.8	
1179	462.4	
1286	721.8	
1100	711.6	
804	481.6	
901	342.8	
1249	540.2	
1248	748.6	
982	641.6	
508	292.4	
1139	260.4	
1273	692.6	
1187	738.6	
873	561.4	
821	352.2	
1190	468.6	
1283	727.2	
1094	707.4	
803	477.6	
910	345.8	
1244	543.6	
1364	792	
869	666	
778	332.6	
888	322	
1289	548.4	
1101	713.8	
790	476.6	
914	339.6	
1261	552.8	
1244	754.2	
962	631.2	
770	385.2	
1105	404	
1400	723	
1150	800	
857	532.8	
828	345.4	
1209	480.4	
1284	739	
1061	694.8	
790	452.6	
914	339.6	
1264	554	
1239	754	
950	623.4	
771	378.4	
826	293	
1310	519.6	
1074	715.6	
782	457.2	
930	341.2	
1185	532	
1238	706.2	
944	620.4	
805	388.4	
1131	435.4	
1297	697.4	
1180	750.2	
838	543.2	
518	210	
1281	323.2	
1273	777.8	
1045	681.8	
774	436.6	
942	341.2	
1273	574.4	
1232	756.6	
929	610.8	
772	366.2	
1144	420.8	
1302	707.2	
1167	748	
664	465.8	
874	248	
1226	514.8	
1285	749.6	
1034	684.6	
759	424	
950	335.4	
1286	584.4	
1234	765.2	
928	611.6	
746	355.2	
1152	408.4	
1386	745.6	
1151	792	
825	520.6	
828	326.2	
1210	480.8	
1285	740	
1026	681.4	
756	418	
959	337.2	
1261	579.8	
1282	769.4	
933	642.4	
734	353.4	
1162	405.2	
1310	721.2	
1127	736.8	
800	496.2	
810	304	
1220	474	
1299	751.6	
1091	715.8	
747	453.4	
747	247	
1296	466.6	
1216	764	
952	610.4	
510	275.2	
1237	300.8	
1308	765.4	
1131	737.2	
816	505	
873	338.8	
1137	478.6	
1306	704.6	
1088	718.8	
925	522.8	
961	439.4	
1306	599	
1214	769.2	
741	524.8	
815	270.6	
1190	465	
1324	743.6	
1105	736.4	
776	473.4	
747	264.4	
1273	457.4	
1280	775.8	
1274	777.6	
726	554.8	
976	326	
1448	664.8	
1186	843.2	
869	559.2	
785	335.4	
1210	455	
1320	754	
1108	735.2	
917	531.6	
825	380.2	
1288	510.2	
1322	801.6	
1046	711.6	
724	417.2	
810	258.4	
1359	529.6	
1208	798.6	
843	562	
791	322.2	
1215	460.6	
1334	762.6	
1254	802	
795	570.4	
827	307.8	
1071	424.6	
1310	666.6	
1004	687.6	
519	310	
1013	216.6	
1274	617.4	
1307	787.2	
959	667.8	
724	365	
1137	389.2	
1244	679.8	
1247	745.2	
853	589.4	
722	300.6	
1176	403.6	
1426	776	
1006	758	
747	402.4	
906	310.6	
1273	552.8	
1270	771.8	
947	640.8	
710	352.2	
958	309.2	
1338	610	
1057	725.6	
954	515.8	
832	405.2	
1384	552.8	
1307	853.2	
923	653.4	
722	342.6	
1156	395.6	
1340	729.6	
1168	771.2	
860	544.8	
705	298	
1210	407	
1346	764.4	
1304	829.2	
730	574.4	
721	226.4	
1347	471.4	
1273	817.4	
909	627.4	
732	338.2	
1154	400.8	
1345	730.4	
1162	771.8	
970	585.2	
816	408.4	
1261	494	
1274	766.2	
1048	683.6	
580	360.8	
975	238	
1322	613.8	
1254	794.8	
901	612.8	
729	332.2	
1133	390.6	
1347	718.6	
1313	833.4	
809	611.4	
830	317.4	
1047	416.8	
1402	689	
978	732.4	
710	370.8	
1068	353.2	
1319	668.4	
1248	790.6	
873	598	
742	320.6	
1199	424.8	
1305	741.4	
1201	763.4	
816	547	
688	264.8	
1268	420	
1313	786	
1014	693.4	
698	387.6	
958	302	
1346	613.2	
1256	810	
857	596.4	
749	313.8	
1212	434.2	
1349	766.8	
1149	769	
758	492.6	
682	227.6	
1328	440.4	
1308	820	
978	676	
693	364	
1110	359.8	
1347	704.8	
1239	803.8	
843	580.6	
748	305	
1225	438.8	
1349	774.6	
1118	756.6	
615	416.8	
752	169.8	
1252	452	
1331	783.6	
1223	787.8	
689	509.4	
995	311.4	
1350	637	
1233	803.2	
829	571.4	
755	299.4	
1236	447.4	
1470	829.6	
1044	799.6	
745	424.4	
875	297	
1316	551.4	
1299	809.2	
965	665.4	
699	358.6	
1117	366.2	
1357	713	
1224	803.8	
817	561.2	
774	299.8	
1212	449.2	
1365	773.2	
1095	757	
720	445	
888	287.2	
1325	562.8	
1301	815.4	
1128	731.8	
681	449.2	
946	287	
1221	556	
1199	712.2	
818	546.6	
596	229.2	
1295	375.6	
1340	813	
1065	730	
718	426.2	
888	286	
1333	566	
1287	814.6	
932	645	
705	341.2	
1160	387	
1365	742	
1199	798.6	
687	494.2	
817	239	
1265	496.2	
1349	798.6	
1047	728.2	
705	410.2	
916	289.4	
1334	583.2	
1294	818	
935	650.4	
709	344.6	
1173	394.6	
1346	742.2	
1142	764.4	
842	522	
708	288.4	
1254	426.4	
1341	788.8	
1054	726.2	
696	410.8	
929	289.2	
1347	596.2	
1273	817.4	
1023	673	
665	379.8	
969	286.6	
1365	627.4	
1161	783.4	
765	502.6	
814	284.6	
1247	487.2	
1367	795	
1076	750.6	
696	424	
946	296	
1348	606.8	
1374	858.4	
896	682.8	
557	260.4	
1201	314.6	
1362	765.4	
1166	783.6	
755	501.6	
821	281.4	
1298	511.8	
1355	820.8	
1249	812.6	
716	535.8	
924	299.2	
1202	535.2	
1275	731.2	
843	602.2	
748	305	
1205	430.8	
1369	770.6	
1181	793.8	
746	507	
833	280.8	
1307	522.6	
1374	833.8	
998	723.6	
668	366	
746	199.2	
1524	557.2	
1104	856	
742	459.2	
834	278.8	
1314	526	
1330	820.4	
981	690.4	
666	355	
1093	336.8	
1264	661.4	
1298	777.6	
841	615.2	
677	275.4	
1160	370.2	
1398	755.2	
1131	791.2	
744	476.2	
853	287.6	
1324	541.4	
1323	823.6	
966	680.2	
675	349.6	
915	271	
1378	600.2	
1186	801.2	
984	605.2	
508	293.6	
1321	333.2	
1317	819.4	
957	673	
662	339	
1115	343.2	
1367	715.8	
1228	811.4	
814	562.4	
668	255.6	
1248	400	
1381	801.2	
1426	899	
772	664.4	
840	299.2	
1336	538.4	
1314	827.2	
