5ş
olcløH#$ÿ1066,226.40
1068,566.80
1069,568.40
1069,569.00
1069,569.00
1068,568.60
1068,568.00
1067,567.60
1066,566.60
1062,564.40
1060,561.20
1061,560.40
1070,564.60
1076,572.40
1084,579.20
1090,586.40
1096,592.40
1090,593.60
1086,588.40
1069,579.20
1050,561.40
1037,544.80
1061,546.60
1043,553.80
1079,557.40
1118,594.60
1322,699.60
1179,764.80
868,554.60
934,394.40
1037,475.20
1040,538.20
1045,542.00
1057,549.80
1068,561.40
1057,563.60
1064,559.80
1067,565.20
1076,570.60
1117,592.40
1101,610.60
1156,623.00
1132,646.40
1141,635.60
1149,644.20
1120,637.40
1095,610.00
1070,585.00
1054,563.60
1021,540.80
1014,518.20
997,507.20
1022,507.00
1021,521.60
1016,519.00
1022,518.40
1033,526.40
1048,539.00
1000,528.80
1055,522.00
1002,533.80
1042,518.00
1023,534.40
981,506.20
1019,496.20
998,510.60
1020,506.80
1004,513.60
994,500.00
1022,505.20
996,511.60
1009,501.20
1042,522.20
1025,535.20
1017,521.80
1034,523.80
1014,526.00
1002,509.20
1012,506.00
976,497.60
986,480.00
993,488.80
974,485.40
1020,492.40
1167,578.80
1217,687.00
898,589.40
793,356.00
939,351.40
997,462.20
1005,500.20
988,498.20
1017,499.60
1021,518.60
1018,519.80
1047,529.60
1021,536.60
1045,530.60
1055,549.00
1067,559.80
1079,571.80
1122,596.20
1090,609.20
1092,590.80
1058,578.40
1026,545.20
1016,522.00
988,504.80
997,491.60
986,492.60
989,487.20
973,482.60
997,482.60
994,495.80
1000,496.40
999,499.60
1008,502.60
990,500.80
1013,499.20
990,503.80
1002,494.80
978,492.40
1000,486.80
997,498.80
998,497.40
1009,502.40
996,503.80
1013,502.80
1016,514.20
978,500.80
1018,494.00
996,509.20
1041,514.00
1041,541.00
1031,537.00
1005,520.60
1034,516.60
989,516.00
1012,498.20
988,502.40
997,491.60
1001,498.60
1013,505.80
1090,543.80
1319,681.60
992,688.20
755,397.20
947,331.80
988,463.40
1005,494.80
1013,508.20
1016,514.20
1041,526.00
1012,529.40
1047,526.00
1042,545.00
1054,546.80
1058,555.60
1095,572.80
1115,603.00
1121,617.40
1114,618.20
1126,618.80
1060,599.60
1057,558.80
1007,537.00
1017,511.00
990,506.20
993,491.20
986,490.20
995,489.60
986,491.40
1014,497.20
994,506.00
989,492.00
1028,504.60
1006,519.20
1024,513.20
1008,517.60
993,502.00
1007,498.60
1008,507.40
984,498.40
1010,494.40
1030,518.00
986,512.40
1010,495.60
998,505.20
1005,500.80
996,501.40
1026,508.00
1019,523.20
1022,520.20
1032,526.00
1045,537.20
1022,535.80
1022,522.00
996,511.60
1000,497.60
1001,500.40
1001,501.00
1019,508.20
1026,521.80
1239,611.20
1254,745.00
832,585.20
846,337.60
1020,415.60
997,510.80
1024,507.80
1026,524.80
1044,533.20
1036,540.80
1032,534.40
1059,542.80
1059,559.00
1078,566.60
1086,581.20
1108,594.80
1144,622.40
1137,641.20
1138,637.40
1113,628.00
1083,601.00
1035,563.80
1012,525.80
1023,516.40
984,507.40
1000,490.40
1025,510.00
1002,515.80
1007,504.00
1001,504.60
1023,509.80
1012,518.60
1021,515.60
1021,521.00
1018,519.80
1004,512.40
1000,502.40
1025,510.00
1009,518.60
1006,507.80
1004,505.20
990,498.40
1008,497.20
1034,518.40
1002,521.20
998,500.40
1012,503.60
989,502.80
1062,518.20
1019,544.80
1054,533.00
1029,544.00
1032,530.20
1009,522.80
1006,507.80
1018,510.80
1009,514.40
1002,506.20
1010,505.20
1049,525.60
1228,620.60
1109,680.40
836,499.80
885,355.60
988,426.20
1009,496.40
1012,510.20
1025,517.20
1034,528.60
1044,538.00
1046,544.80
1067,554.40
1038,555.40
1066,549.20
1098,578.80
1108,602.00
1107,607.60
1144,621.80
1156,648.80
1088,628.80
1066,579.20
1050,559.60
1012,534.80
1035,521.20
1005,523.00
969,490.60
974,471.00
988,479.60
981,485.20
997,487.40
994,495.80
1019,504.00
1004,513.00
1014,508.00
996,506.80
1012,502.40
1023,516.40
990,509.80
1005,496.00
1007,505.80
1014,509.80
993,505.60
1016,502.20
1005,511.60
1017,509.80
1033,523.40
1062,544.60
